pairs processed: 1160, usable labeled: 698 (monster=153, regular=545)
rob CASHCOW      gain= 4563.7 skip     t5=07-10 19:14 nD=- cov=- why=window outside tape
rob ilysm        gain= 2892.0 skip     t5=07-10 08:34 nD=- cov=- why=window outside tape
sol LojakPaul    gain=    9.6 regular  t5=07-03 09:43 nD=0 cov=- why=
sol LojakPaul    gain=    9.6 regular  t5=07-04 03:34 nD=98 cov=0.2 why=
sol TOLY         gain=    9.6 regular  t5=07-05 22:39 nD=91 cov=1.0 why=
sol TMB          gain=    9.6 regular  t5=07-04 20:34 nD=0 cov=- why=
sol TMB          gain=    9.6 regular  t5=07-05 03:42 nD=100 cov=0.19 why=
sol TMB          gain=    9.6 regular  t5=07-05 03:53 nD=100 cov=0.21 why=
sol TMB          gain=    9.6 regular  t5=07-05 07:18 nD=100 cov=0.28 why=
sol TMB          gain=    9.6 regular  t5=07-05 07:42 nD=100 cov=0.28 why=
sol BLACKOUT     gain=    9.6 regular  t5=07-05 21:16 nD=98 cov=0.89 why=
sol Bullmerica25 gain=    9.6 regular  t5=07-05 04:46 nD=100 cov=0.08 why=
sol Bullmerica25 gain=    9.6 regular  t5=07-05 15:00 nD=98 cov=0.08 why=
sol 0x           gain=    9.5 regular  t5=07-06 12:48 nD=68 cov=0.14 why=
sol SEMAN        gain=    9.5 regular  t5=07-04 07:03 nD=0 cov=- why=
sol LojakPaul    gain=    9.5 regular  t5=07-03 05:47 nD=0 cov=- why=
sol LojakPaul    gain=    9.5 regular  t5=07-03 08:38 nD=0 cov=- why=
sol LojakPaul    gain=    9.5 regular  t5=07-04 00:38 nD=38 cov=0.09 why=
sol LojakPaul    gain=    9.5 regular  t5=07-04 04:17 nD=41 cov=0.1 why=
sol LojakPaul    gain=    9.5 regular  t5=07-04 08:39 nD=0 cov=- why=
sol TOLY         gain=    9.5 regular  t5=07-05 12:23 nD=63 cov=0.12 why=
sol TOLY         gain=    9.5 regular  t5=07-06 17:23 nD=57 cov=1.0 why=
sol TMB          gain=    9.5 regular  t5=07-05 05:57 nD=57 cov=0.07 why=
sol TMB          gain=    9.5 regular  t5=07-05 06:05 nD=100 cov=0.19 why=
sol BLACKOUT     gain=    9.5 regular  t5=07-05 23:35 nD=121 cov=0.93 why=
sol 0x           gain=    9.4 regular  t5=07-06 15:38 nD=135 cov=0.77 why=
sol ANSUM        gain=    9.4 regular  t5=07-05 06:29 nD=94 cov=0.77 why=
sol BABYANSEM    gain=    9.4 regular  t5=07-05 21:00 nD=66 cov=1.0 why=
sol ELIZABETH    gain=    9.4 regular  t5=07-06 03:01 nD=18 cov=1.0 why=
sol frog         gain=    9.4 regular  t5=07-05 16:03 nD=100 cov=0.3 why=
sol TMB          gain=    9.4 regular  t5=07-04 20:21 nD=0 cov=- why=
sol TMB          gain=    9.4 regular  t5=07-05 01:42 nD=0 cov=- why=
sol Bullmerica25 gain=    9.4 regular  t5=07-05 14:10 nD=99 cov=0.02 why=
rob BILLY        gain=    9.3 regular  t5=07-10 17:10 nD=2 cov=- why=
sol BABYANSEM    gain=    9.3 regular  t5=07-05 00:28 nD=0 cov=- why=
sol SEMAN        gain=    9.3 regular  t5=07-04 16:39 nD=0 cov=- why=
sol COBRA        gain=    9.3 regular  t5=07-05 07:28 nD=100 cov=0.74 why=
sol COBRA        gain=    9.3 regular  t5=07-06 05:55 nD=0 cov=- why=
sol COBRA        gain=    9.3 regular  t5=07-06 08:40 nD=0 cov=- why=
sol LojakPaul    gain=    9.3 regular  t5=07-03 03:01 nD=0 cov=- why=
sol LojakPaul    gain=    9.3 regular  t5=07-03 03:34 nD=0 cov=- why=
sol LojakPaul    gain=    9.3 regular  t5=07-03 07:11 nD=0 cov=- why=
sol LojakPaul    gain=    9.3 regular  t5=07-03 16:44 nD=95 cov=0.12 why=
sol LojakPaul    gain=    9.3 regular  t5=07-03 23:18 nD=98 cov=0.21 why=
sol TOLY         gain=    9.3 regular  t5=07-06 12:40 nD=72 cov=0.97 why=
sol frog         gain=    9.3 regular  t5=07-06 02:45 nD=93 cov=0.87 why=
sol TMB          gain=    9.3 regular  t5=07-04 15:36 nD=0 cov=- why=
sol BLACKOUT     gain=    9.3 regular  t5=07-05 16:41 nD=82 cov=0.24 why=
sol Bullmerica25 gain=    9.3 regular  t5=07-05 12:59 nD=100 cov=0.08 why=
sol BABYANSEM    gain=    9.2 regular  t5=07-04 16:21 nD=0 cov=- why=
sol SEMAN        gain=    9.2 regular  t5=07-03 16:06 nD=0 cov=- why=
sol SEMAN        gain=    9.2 regular  t5=07-04 13:15 nD=111 cov=0.59 why=
sol LojakPaul    gain=    9.2 regular  t5=07-03 06:31 nD=0 cov=- why=
sol LojakPaul    gain=    9.2 regular  t5=07-03 07:19 nD=0 cov=- why=
sol TOLY         gain=    9.2 regular  t5=07-06 13:50 nD=100 cov=0.24 why=
sol frog         gain=    9.2 regular  t5=07-05 16:25 nD=98 cov=0.39 why=
sol TMB          gain=    9.2 regular  t5=07-05 03:39 nD=21 cov=0.03 why=
sol BLACKOUT     gain=    9.2 skip     t5=07-05 15:46 nD=- cov=- why=window outside tape
sol BLACKOUT     gain=    9.2 regular  t5=07-05 18:15 nD=67 cov=0.29 why=
sol Bullmerica25 gain=    9.2 regular  t5=07-05 14:17 nD=100 cov=0.02 why=
sol BullWorld    gain=    9.1 regular  t5=07-05 12:34 nD=83 cov=0.25 why=
sol BullWorld    gain=    9.1 regular  t5=07-05 12:38 nD=100 cov=0.29 why=
sol BullWorld    gain=    9.1 regular  t5=07-05 18:10 nD=71 cov=1.0 why=
sol SEMAN        gain=    9.1 regular  t5=07-03 22:36 nD=107 cov=0.58 why=
sol SEMAN        gain=    9.1 regular  t5=07-04 06:47 nD=0 cov=- why=
sol SEMAN        gain=    9.1 regular  t5=07-04 20:10 nD=0 cov=- why=
sol COBRA        gain=    9.1 regular  t5=07-05 20:42 nD=0 cov=- why=
sol LojakPaul    gain=    9.1 regular  t5=07-03 03:39 nD=0 cov=- why=
sol LojakPaul    gain=    9.1 regular  t5=07-03 16:42 nD=95 cov=0.11 why=
sol LojakPaul    gain=    9.1 regular  t5=07-03 17:46 nD=0 cov=- why=
sol LojakPaul    gain=    9.1 regular  t5=07-04 03:52 nD=98 cov=0.14 why=
sol TOLY         gain=    9.1 regular  t5=07-06 15:39 nD=71 cov=1.0 why=
sol BLACKOUT     gain=    9.1 regular  t5=07-06 07:33 nD=0 cov=- why=
sol Bullmerica25 gain=    9.1 regular  t5=07-05 04:32 nD=100 cov=0.05 why=
sol BABYANSEM    gain=    9.0 regular  t5=07-04 03:54 nD=80 cov=0.64 why=
sol SEMAN        gain=    9.0 regular  t5=07-03 19:51 nD=100 cov=0.21 why=
sol SEMAN        gain=    9.0 regular  t5=07-04 06:29 nD=0 cov=- why=
sol SEMAN        gain=    9.0 regular  t5=07-04 21:51 nD=0 cov=- why=
sol SEMAN        gain=    9.0 regular  t5=07-05 10:09 nD=24 cov=1.0 why=
sol SEMAN        gain=    9.0 regular  t5=07-06 04:24 nD=0 cov=- why=
sol SEMAN        gain=    9.0 regular  t5=07-06 12:15 nD=0 cov=- why=
sol TMB          gain=    9.0 regular  t5=07-04 14:50 nD=0 cov=- why=
sol BLACKOUT     gain=    9.0 regular  t5=07-06 13:09 nD=87 cov=0.7 why=
sol Bullmerica25 gain=    9.0 regular  t5=07-05 12:57 nD=47 cov=0.04 why=
sol ACM          gain=    9.0 regular  t5=07-05 17:55 nD=100 cov=0.39 why=
sol BullWorld    gain=    8.9 regular  t5=07-05 08:38 nD=100 cov=0.88 why=
sol 0x           gain=    8.9 regular  t5=07-06 03:53 nD=79 cov=0.79 why=
sol SEMAN        gain=    8.9 regular  t5=07-04 09:30 nD=0 cov=- why=
sol SEMAN        gain=    8.9 regular  t5=07-06 13:25 nD=110 cov=1.0 why=
sol SEMAN        gain=    8.9 regular  t5=07-06 14:25 nD=147 cov=0.96 why=
sol COBRA        gain=    8.9 regular  t5=07-05 06:21 nD=100 cov=0.26 why=
sol COBRA        gain=    8.9 regular  t5=07-06 10:53 nD=0 cov=- why=
sol LojakPaul    gain=    8.9 regular  t5=07-03 04:54 nD=0 cov=- why=
sol LojakPaul    gain=    8.9 regular  t5=07-03 09:49 nD=0 cov=- why=
sol LojakPaul    gain=    8.9 regular  t5=07-03 23:45 nD=97 cov=0.21 why=
sol 公牛           gain=    8.9 regular  t5=07-06 14:09 nD=101 cov=1.0 why=
sol 公牛           gain=    8.9 regular  t5=07-06 14:17 nD=79 cov=1.0 why=
sol 0x           gain=    8.8 regular  t5=07-06 12:26 nD=91 cov=0.46 why=
sol 0x           gain=    8.8 regular  t5=07-06 16:45 nD=67 cov=0.21 why=
sol ANSUM        gain=    8.8 regular  t5=07-04 00:41 nD=100 cov=0.24 why=
sol ANSUM        gain=    8.8 regular  t5=07-05 06:39 nD=86 cov=1.0 why=
sol BABYANSEM    gain=    8.8 regular  t5=07-04 16:00 nD=0 cov=- why=
sol SEMAN        gain=    8.8 regular  t5=07-03 19:46 nD=99 cov=0.2 why=
sol SEMAN        gain=    8.8 regular  t5=07-05 12:14 nD=29 cov=1.0 why=
sol SEMAN        gain=    8.8 regular  t5=07-06 09:39 nD=0 cov=- why=
sol COBRA        gain=    8.8 regular  t5=07-05 06:11 nD=88 cov=0.46 why=
sol LojakPaul    gain=    8.8 regular  t5=07-02 14:59 nD=100 cov=0.43 why=
sol LojakPaul    gain=    8.8 regular  t5=07-02 16:37 nD=95 cov=0.21 why=
sol LojakPaul    gain=    8.8 regular  t5=07-03 03:03 nD=0 cov=- why=
sol LojakPaul    gain=    8.8 regular  t5=07-04 03:00 nD=100 cov=0.31 why=
sol 公牛           gain=    8.8 regular  t5=07-06 11:32 nD=107 cov=1.0 why=
sol TOLY         gain=    8.8 regular  t5=07-06 06:27 nD=0 cov=- why=
sol frog         gain=    8.8 regular  t5=07-05 18:02 nD=70 cov=0.29 why=
rob BILLY        gain=    8.7 regular  t5=07-10 16:49 nD=2 cov=- why=
sol ANSUM        gain=    8.7 regular  t5=07-05 00:06 nD=0 cov=- why=
sol BABYANSEM    gain=    8.7 regular  t5=07-03 22:24 nD=81 cov=0.68 why=
sol BABYANSEM    gain=    8.7 regular  t5=07-05 03:26 nD=0 cov=- why=
sol BABYANSEM    gain=    8.7 regular  t5=07-05 12:14 nD=0 cov=- why=
sol SEMAN        gain=    8.7 regular  t5=07-03 15:29 nD=100 cov=0.24 why=
sol SEMAN        gain=    8.7 regular  t5=07-03 20:18 nD=133 cov=0.28 why=
sol LojakPaul    gain=    8.7 regular  t5=07-03 05:13 nD=0 cov=- why=
sol frog         gain=    8.7 regular  t5=07-05 15:09 nD=100 cov=0.53 why=
sol frog         gain=    8.7 regular  t5=07-05 16:22 nD=98 cov=0.36 why=
sol frog         gain=    8.7 regular  t5=07-05 18:08 nD=100 cov=0.44 why=
sol TMB          gain=    8.7 regular  t5=07-04 14:15 nD=0 cov=- why=
sol TMB          gain=    8.7 regular  t5=07-04 16:37 nD=0 cov=- why=
sol TMB          gain=    8.7 regular  t5=07-04 18:27 nD=0 cov=- why=
sol TMB          gain=    8.7 regular  t5=07-05 08:23 nD=100 cov=0.21 why=
sol BLACKOUT     gain=    8.7 regular  t5=07-05 23:24 nD=100 cov=0.67 why=
sol BLACKOUT     gain=    8.7 regular  t5=07-06 09:55 nD=0 cov=- why=
sol ACM          gain=    8.7 regular  t5=07-05 10:29 nD=100 cov=0.08 why=
sol 0x           gain=    8.6 regular  t5=07-06 13:48 nD=91 cov=0.87 why=
sol ANSUM        gain=    8.6 regular  t5=07-05 11:20 nD=41 cov=0.79 why=
sol ANSUM        gain=    8.6 regular  t5=07-05 12:06 nD=0 cov=- why=
sol BABYANSEM    gain=    8.6 regular  t5=07-04 16:23 nD=0 cov=- why=
sol BABYANSEM    gain=    8.6 regular  t5=07-05 15:10 nD=0 cov=- why=
sol SEMAN        gain=    8.6 regular  t5=07-04 05:51 nD=0 cov=- why=
sol COBRA        gain=    8.6 regular  t5=07-06 10:37 nD=0 cov=- why=
sol LojakPaul    gain=    8.6 regular  t5=07-03 09:03 nD=0 cov=- why=
sol LojakPaul    gain=    8.6 regular  t5=07-03 09:52 nD=0 cov=- why=
sol LojakPaul    gain=    8.6 regular  t5=07-03 12:47 nD=0 cov=- why=
sol LojakPaul    gain=    8.6 regular  t5=07-03 23:30 nD=100 cov=0.2 why=
sol LojakPaul    gain=    8.6 regular  t5=07-04 08:19 nD=0 cov=- why=
sol TMB          gain=    8.6 regular  t5=07-04 16:28 nD=0 cov=- why=
sol BLACKOUT     gain=    8.6 regular  t5=07-06 12:43 nD=70 cov=0.46 why=
sol BLACKOUT     gain=    8.6 regular  t5=07-06 12:48 nD=59 cov=0.51 why=
sol ACM          gain=    8.6 regular  t5=07-05 10:43 nD=83 cov=0.17 why=
sol BullWorld    gain=    8.5 regular  t5=07-05 08:35 nD=130 cov=0.91 why=
sol BullWorld    gain=    8.5 regular  t5=07-05 13:04 nD=74 cov=0.3 why=
sol 0x           gain=    8.5 regular  t5=07-05 23:35 nD=100 cov=0.53 why=
sol Fro          gain=    8.5 regular  t5=07-06 12:01 nD=109 cov=1.0 why=
sol SEMAN        gain=    8.5 regular  t5=07-03 19:24 nD=83 cov=0.35 why=
sol SEMAN        gain=    8.5 regular  t5=07-04 14:39 nD=13 cov=0.07 why=
sol LojakPaul    gain=    8.5 regular  t5=07-02 15:03 nD=99 cov=0.36 why=
sol LojakPaul    gain=    8.5 regular  t5=07-04 00:28 nD=98 cov=0.13 why=
sol 公牛           gain=    8.5 regular  t5=07-06 05:30 nD=0 cov=- why=
sol TOLY         gain=    8.5 regular  t5=07-06 14:39 nD=74 cov=0.66 why=
sol frog         gain=    8.5 regular  t5=07-05 19:23 nD=130 cov=0.54 why=
sol TMB          gain=    8.5 regular  t5=07-04 17:40 nD=0 cov=- why=
sol ACM          gain=    8.5 regular  t5=07-05 08:23 nD=71 cov=0.14 why=
rob BILLY        gain=    8.4 skip     t5=07-10 18:34 nD=- cov=- why=window outside tape
sol 0x           gain=    8.4 regular  t5=07-06 04:05 nD=0 cov=- why=
sol ANSUM        gain=    8.4 regular  t5=07-04 15:14 nD=0 cov=- why=
sol ANSUM        gain=    8.4 regular  t5=07-04 16:52 nD=0 cov=- why=
sol Fro          gain=    8.4 regular  t5=07-06 11:16 nD=62 cov=1.0 why=
sol Fro          gain=    8.4 regular  t5=07-06 12:55 nD=42 cov=0.3 why=
sol ELIZABETH    gain=    8.4 regular  t5=07-05 05:15 nD=51 cov=1.0 why=
sol SEMAN        gain=    8.4 regular  t5=07-04 05:43 nD=0 cov=- why=
sol LojakPaul    gain=    8.4 regular  t5=07-02 16:31 nD=100 cov=0.16 why=
sol LojakPaul    gain=    8.4 regular  t5=07-03 03:36 nD=0 cov=- why=
sol LojakPaul    gain=    8.4 regular  t5=07-03 12:42 nD=0 cov=- why=
sol LojakPaul    gain=    8.4 regular  t5=07-03 17:27 nD=0 cov=- why=
sol LojakPaul    gain=    8.4 regular  t5=07-03 19:10 nD=56 cov=0.09 why=
sol LojakPaul    gain=    8.4 regular  t5=07-03 23:53 nD=100 cov=0.19 why=
sol TOLY         gain=    8.4 regular  t5=07-05 17:03 nD=79 cov=0.63 why=
sol frog         gain=    8.4 regular  t5=07-05 14:00 nD=99 cov=0.21 why=
sol frog         gain=    8.4 skip     t5=07-06 03:56 nD=- cov=- why=window outside tape
sol TMB          gain=    8.4 regular  t5=07-04 20:16 nD=0 cov=- why=
sol TMB          gain=    8.4 regular  t5=07-05 07:36 nD=75 cov=0.23 why=
sol BLACKOUT     gain=    8.4 regular  t5=07-06 17:22 nD=125 cov=0.67 why=
sol Bullmerica25 gain=    8.4 regular  t5=07-05 12:41 nD=97 cov=0.05 why=
rob KITTY        gain=    8.3 regular  t5=07-10 20:32 nD=17 cov=0.18 why=
sol ANSUM        gain=    8.3 regular  t5=07-04 15:05 nD=0 cov=- why=
sol ANSUM        gain=    8.3 regular  t5=07-04 23:37 nD=0 cov=- why=
sol SEMAN        gain=    8.3 regular  t5=07-03 16:34 nD=0 cov=- why=
sol SEMAN        gain=    8.3 regular  t5=07-04 22:01 nD=0 cov=- why=
sol SEMAN        gain=    8.3 regular  t5=07-06 07:11 nD=0 cov=- why=
sol SEMAN        gain=    8.3 regular  t5=07-06 13:00 nD=0 cov=- why=
sol LojakPaul    gain=    8.3 regular  t5=07-03 19:15 nD=100 cov=0.16 why=
sol LojakPaul    gain=    8.3 regular  t5=07-04 03:32 nD=71 cov=0.11 why=
sol TOLY         gain=    8.3 regular  t5=07-06 12:30 nD=119 cov=0.93 why=
sol BLACKOUT     gain=    8.3 regular  t5=07-06 03:17 nD=0 cov=- why=
sol ACM          gain=    8.3 regular  t5=07-05 10:19 nD=52 cov=0.42 why=
sol ANSUM        gain=    8.2 regular  t5=07-05 06:48 nD=29 cov=0.72 why=
sol BABYANSEM    gain=    8.2 regular  t5=07-04 16:11 nD=0 cov=- why=
sol BABYANSEM    gain=    8.2 regular  t5=07-05 08:25 nD=47 cov=1.0 why=
sol SEMAN        gain=    8.2 regular  t5=07-03 15:33 nD=100 cov=0.09 why=
sol SEMAN        gain=    8.2 regular  t5=07-03 15:43 nD=100 cov=0.18 why=
sol SEMAN        gain=    8.2 regular  t5=07-03 20:15 nD=99 cov=0.22 why=
sol SEMAN        gain=    8.2 regular  t5=07-04 20:25 nD=0 cov=- why=
sol COBRA        gain=    8.2 regular  t5=07-05 19:03 nD=78 cov=0.42 why=
sol LojakPaul    gain=    8.2 regular  t5=07-03 23:51 nD=25 cov=0.04 why=
sol TMB          gain=    8.2 regular  t5=07-04 09:56 nD=0 cov=- why=
sol TMB          gain=    8.2 regular  t5=07-05 03:35 nD=0 cov=- why=
sol TMB          gain=    8.2 regular  t5=07-05 08:17 nD=56 cov=0.11 why=
sol 0x           gain=    8.1 regular  t5=07-06 12:40 nD=96 cov=0.53 why=
sol ANSUM        gain=    8.1 regular  t5=07-05 07:01 nD=128 cov=0.89 why=
sol ANSUM        gain=    8.1 regular  t5=07-06 01:38 nD=0 cov=- why=
sol SEMAN        gain=    8.1 regular  t5=07-03 23:27 nD=83 cov=0.53 why=
sol SEMAN        gain=    8.1 regular  t5=07-04 00:37 nD=90 cov=0.29 why=
sol SEMAN        gain=    8.1 regular  t5=07-04 07:20 nD=0 cov=- why=
sol SEMAN        gain=    8.1 regular  t5=07-04 16:30 nD=0 cov=- why=
sol COBRA        gain=    8.1 regular  t5=07-05 19:10 nD=131 cov=0.59 why=
sol LojakPaul    gain=    8.1 regular  t5=07-03 19:42 nD=0 cov=- why=
sol LojakPaul    gain=    8.1 regular  t5=07-03 23:55 nD=100 cov=0.19 why=
sol LojakPaul    gain=    8.1 regular  t5=07-04 03:14 nD=99 cov=0.21 why=
sol LojakPaul    gain=    8.1 regular  t5=07-04 04:07 nD=100 cov=0.22 why=
sol TOLY         gain=    8.1 regular  t5=07-05 18:41 nD=98 cov=0.48 why=
sol TMB          gain=    8.1 regular  t5=07-02 16:38 nD=43 cov=1.02 why=
sol TMB          gain=    8.1 regular  t5=07-04 08:58 nD=0 cov=- why=
sol Bullmerica25 gain=    8.1 regular  t5=07-05 03:29 nD=9 cov=- why=
sol ACM          gain=    8.1 regular  t5=07-05 07:42 nD=100 cov=0.16 why=
sol ACM          gain=    8.1 regular  t5=07-05 10:02 nD=82 cov=0.41 why=
sol 0x           gain=    8.0 regular  t5=07-05 21:37 nD=100 cov=0.4 why=
sol ANSUM        gain=    8.0 regular  t5=07-05 07:12 nD=77 cov=1.0 why=
sol BABYANSEM    gain=    8.0 regular  t5=07-03 21:33 nD=97 cov=0.21 why=
sol SEMAN        gain=    8.0 regular  t5=07-03 20:51 nD=85 cov=0.11 why=
sol SEMAN        gain=    8.0 regular  t5=07-05 07:43 nD=20 cov=0.63 why=
sol LojakPaul    gain=    8.0 regular  t5=07-03 12:53 nD=0 cov=- why=
sol 公牛           gain=    8.0 regular  t5=07-06 13:51 nD=75 cov=0.93 why=
sol TOLY         gain=    8.0 regular  t5=07-05 22:55 nD=107 cov=0.98 why=
sol TMB          gain=    8.0 regular  t5=07-04 10:03 nD=0 cov=- why=
sol Bullmerica25 gain=    8.0 regular  t5=07-05 12:37 nD=97 cov=0.05 why=
